GENE_001	1
GENE_002	2
GENE_003	1
GENE_004	0
GENE_005	0
GENE_006	0
GENE_007	2
GENE_008	0
GENE_009	0
GENE_010	1
GENE_011	0
GENE_012	3
GENE_013	9
GENE_014	11
GENE_015	10
GENE_016	15
GENE_017	8
GENE_018	5
GENE_019	13
GENE_020	10
GENE_021	13
GENE_022	5
GENE_023	2
GENE_024	27
GENE_025	46
GENE_026	3
GENE_027	5
GENE_028	11
GENE_029	4
GENE_030	11
GENE_031	24
GENE_032	8
GENE_033	3
GENE_034	21
GENE_035	19
GENE_036	12
GENE_037	32
GENE_038	31
GENE_039	32
GENE_040	8
GENE_041	27
GENE_042	19
GENE_043	1
GENE_044	74
GENE_045	63
GENE_046	4
GENE_047	41
GENE_048	28
GENE_049	4
GENE_050	12
GENE_051	28
GENE_052	23
GENE_053	7
GENE_054	22
GENE_055	15
GENE_056	13
GENE_057	34
GENE_058	20
GENE_059	20
GENE_060	26
GENE_061	35
GENE_062	40
GENE_063	8
GENE_064	66
GENE_065	92
GENE_066	12
GENE_067	40
GENE_068	57
GENE_069	46
GENE_070	41
GENE_071	12
GENE_072	31
GENE_073	43
GENE_074	37
GENE_075	38
GENE_076	47
GENE_077	64
GENE_078	45
GENE_079	61
GENE_080	22
GENE_081	122
GENE_082	56
GENE_083	17
GENE_084	115
GENE_085	61
GENE_086	16
GENE_087	45
GENE_088	53
GENE_089	49
GENE_090	49
GENE_091	59
GENE_092	60
GENE_093	37
GENE_094	34
GENE_095	65
GENE_096	55
GENE_097	56
GENE_098	61
GENE_099	92
GENE_100	64
GENE_101	87
GENE_102	82
GENE_103	20
GENE_104	109
GENE_105	145
GENE_106	18
GENE_107	54
GENE_108	95
GENE_109	122
GENE_110	96
GENE_111	66
GENE_112	98
GENE_113	98
GENE_114	85
GENE_115	136
GENE_116	94
GENE_117	55
GENE_118	69
GENE_119	41
GENE_120	91
GENE_121	211
GENE_122	182
GENE_123	27
GENE_124	135
GENE_125	275
GENE_126	39
GENE_127	49
GENE_128	69
GENE_129	80
GENE_130	102
GENE_131	80
GENE_132	104
GENE_133	88
GENE_134	75
GENE_135	117
GENE_136	90
GENE_137	85
GENE_138	83
GENE_139	78
GENE_140	121
GENE_141	241
GENE_142	60
GENE_143	22
GENE_144	275
GENE_145	273
GENE_146	22
GENE_147	64
GENE_148	218
GENE_149	99
GENE_150	140
GENE_151	63
GENE_152	174
GENE_153	310
GENE_154	162
GENE_155	57
GENE_156	189
GENE_157	144
GENE_158	137
GENE_159	109
GENE_160	122
GENE_161	254
GENE_162	132
GENE_163	26
GENE_164	193
GENE_165	458
GENE_166	22
GENE_167	183
GENE_168	170
GENE_169	132
GENE_170	258
GENE_171	192
GENE_172	159
GENE_173	163
GENE_174	146
GENE_175	211
GENE_176	157
GENE_177	368
GENE_178	288
GENE_179	197
GENE_180	218
GENE_181	285
GENE_182	257
GENE_183	53
GENE_184	337
GENE_185	619
GENE_186	40
GENE_187	220
GENE_188	94
GENE_189	172
GENE_190	232
GENE_191	227
GENE_192	228
GENE_193	109
GENE_194	115
GENE_195	196
GENE_196	206
GENE_197	191
GENE_198	277
GENE_199	151
GENE_200	282
GENE_201	498
GENE_202	226
GENE_203	34
GENE_204	608
GENE_205	645
GENE_206	45
GENE_207	265
GENE_208	240
GENE_209	288
GENE_210	209
GENE_211	237
GENE_212	186
GENE_213	175
GENE_214	295
GENE_215	235
GENE_216	237
GENE_217	237
GENE_218	190
GENE_219	274
GENE_220	185
GENE_221	494
GENE_222	267
GENE_223	54
GENE_224	505
GENE_225	658
GENE_226	67
GENE_227	332
GENE_228	217
GENE_229	298
GENE_230	369
GENE_231	290
GENE_232	297
GENE_233	231
GENE_234	300
GENE_235	204
GENE_236	291
GENE_237	192
GENE_238	223
GENE_239	391
GENE_240	204
GENE_241	731
GENE_242	393
GENE_243	106
GENE_244	674
GENE_245	836
GENE_246	69
GENE_247	415
GENE_248	378
GENE_249	385
GENE_250	395
GENE_251	240
GENE_252	405
GENE_253	389
GENE_254	419
GENE_255	268
GENE_256	251
GENE_257	339
GENE_258	379
GENE_259	545
GENE_260	424
GENE_261	903
GENE_262	257
GENE_263	150
GENE_264	709
GENE_265	1051
GENE_266	81
GENE_267	185
GENE_268	427
GENE_269	349
GENE_270	518
GENE_271	380
GENE_272	399
GENE_273	298
GENE_274	284
GENE_275	451
GENE_276	351
GENE_277	624
GENE_278	431
GENE_279	556
GENE_280	453
GENE_281	644
GENE_282	397
GENE_283	114
GENE_284	550
GENE_285	1567
GENE_286	284
GENE_287	394
GENE_288	228
GENE_289	483
GENE_290	405
GENE_291	293
GENE_292	376
GENE_293	644
GENE_294	519
GENE_295	508
GENE_296	703
GENE_297	423
GENE_298	566
GENE_299	385
GENE_300	543
GENE_301	1223
GENE_302	631
GENE_303	117
GENE_304	1435
GENE_305	1393
GENE_306	355
GENE_307	743
GENE_308	604
GENE_309	856
GENE_310	644
GENE_311	407
GENE_312	623
GENE_313	771
GENE_314	547
GENE_315	642
GENE_316	873
GENE_317	434
GENE_318	497
GENE_319	637
GENE_320	495
GENE_321	1398
GENE_322	893
GENE_323	181
GENE_324	1313
GENE_325	2164
GENE_326	230
GENE_327	562
GENE_328	782
GENE_329	508
GENE_330	577
GENE_331	644
GENE_332	987
GENE_333	667
GENE_334	674
GENE_335	708
GENE_336	701
GENE_337	757
GENE_338	673
GENE_339	720
GENE_340	568
GENE_341	2065
GENE_342	950
GENE_343	192
GENE_344	1436
GENE_345	2014
GENE_346	213
GENE_347	584
GENE_348	589
GENE_349	845
GENE_350	928
GENE_351	680
GENE_352	706
GENE_353	797
GENE_354	723
GENE_355	784
GENE_356	809
GENE_357	1668
GENE_358	521
GENE_359	909
GENE_360	767
GENE_361	1467
GENE_362	661
GENE_363	244
GENE_364	1739
GENE_365	2441
GENE_366	243
GENE_367	1118
GENE_368	694
GENE_369	1569
GENE_370	781
GENE_371	905
GENE_372	1283
GENE_373	696
GENE_374	1070
GENE_375	1303
GENE_376	804
GENE_377	945
GENE_378	1061
GENE_379	1113
GENE_380	1065
GENE_381	1499
GENE_382	1074
GENE_383	340
GENE_384	2793
GENE_385	2382
GENE_386	443
GENE_387	881
GENE_388	1203
GENE_389	986
GENE_390	1056
GENE_391	930
GENE_392	1376
GENE_393	980
GENE_394	1082
GENE_395	1088
GENE_396	1614
GENE_397	1069
GENE_398	1491
GENE_399	1052
GENE_400	1198
GENE_401	2333
GENE_402	1776
GENE_403	541
GENE_404	1743
GENE_405	4495
GENE_406	570
GENE_407	1496
GENE_408	1022
GENE_409	1360
GENE_410	1014
GENE_411	1852
GENE_412	2161
GENE_413	1297
GENE_414	1509
GENE_415	1687
GENE_416	1885
GENE_417	1606
GENE_418	852
GENE_419	1517
GENE_420	1443
GENE_421	4474
GENE_422	1434
GENE_423	661
GENE_424	3452
GENE_425	4136
GENE_426	442
GENE_427	2009
GENE_428	1545
GENE_429	1685
GENE_430	1557
GENE_431	2347
GENE_432	1305
GENE_433	2037
GENE_434	2313
GENE_435	2440
GENE_436	2380
GENE_437	1368
GENE_438	2491
GENE_439	1919
GENE_440	1751
GENE_441	2831
GENE_442	2012
GENE_443	694
GENE_444	3052
GENE_445	4725
GENE_446	776
GENE_447	2207
GENE_448	2180
GENE_449	2852
